client_id,month,equity_pct,bonds_pct,crypto_pct,volatility,return,risk_level
C0036,2024-02,36.74,56.42,6.84,9.89,0.0503,Medium
C0036,2024-03,43.18,46.85,9.97,14.49,0.0425,Medium
C0036,2024-04,35.92,50.55,13.53,11.81,0.0525,Medium
C0036,2024-05,38.57,48.82,12.61,13.75,0.099,Medium
C0036,2024-06,43.81,43.24,12.95,12.56,0.0368,Medium
C0036,2024-07,53.29,36.18,10.53,7.6,0.0767,Medium
C0036,2024-08,58.12,39.32,2.56,7.48,0.0628,Medium
C0036,2024-09,33.95,54.61,11.44,13.36,0.0619,Medium
C0036,2024-10,55.22,33.25,11.53,10.88,0.0227,Medium
C0036,2024-11,47.71,43.68,8.61,8.68,0.1114,Medium
C0036,2024-12,56.2,33.53,10.27,12.85,0.0945,Medium
C0037,2024-01,21.54,78.41,0.05,3.48,0.0386,Low
C0037,2024-02,30.0,68.98,1.02,5.33,0.0326,Low
C0037,2024-03,28.33,68.59,3.08,3.13,0.0591,Low
C0037,2024-04,23.85,76.12,0.03,6.57,0.0299,Low
C0037,2024-05,10.88,85.39,3.73,3.21,0.0388,Low
C0037,2024-06,18.18,81.08,0.74,3.83,0.0448,Low
C0037,2024-07,31.92,63.1,4.98,4.21,0.0737,Low
C0037,2024-08,32.15,64.88,2.97,4.35,0.0444,Low
C0037,2024-09,20.31,76.21,3.48,2.02,0.0351,Low
C0037,2024-10,29.86,69.68,0.46,5.53,0.0664,Low
C0037,2024-11,22.03,74.76,3.21,2.39,0.0559,Low
C0037,2024-12,24.01,72.97,3.02,6.06,0.0821,Low
C0038,2024-01,49.44,24.06,26.5,20.97,0.1567,High
C0038,2024-02,64.77,9.46,25.77,21.31,0.0518,High
C0038,2024-03,55.41,31.64,12.95,17.91,0.0279,High
C0038,2024-04,47.73,30.31,21.96,25.24,0.07,High
C0038,2024-05,72.33,0.0,27.67,23.57,0.231,High
C0038,2024-06,67.49,20.14,12.37,19.38,0.016,High
C0038,2024-07,69.39,12.93,17.68,22.29,0.0021,High
C0038,2024-08,52.68,30.63,16.69,12.47,0.0894,High
C0038,2024-09,40.85,32.52,26.63,16.92,-0.0139,High
C0038,2024-10,72.92,11.89,15.19,19.73,0.0948,High
C0038,2024-11,70.54,2.62,26.84,15.35,0.0886,High
C0038,2024-12,56.9,30.43,12.67,13.45,0.1298,High
C0039,2024-01,44.89,47.43,7.68,12.57,0.039,Medium
C0039,2024-02,48.31,47.93,3.76,12.76,0.0766,Medium
C0039,2024-03,49.7,35.86,14.44,6.62,0.0702,Medium
C0039,2024-04,37.85,56.94,5.21,14.16,0.0465,Medium
C0039,2024-05,37.48,56.98,5.54,12.83,0.1128,Medium
C0039,2024-06,31.96,59.7,8.34,6.3,0.0509,Medium
C0039,2024-07,31.88,54.34,13.78,7.25,0.0097,Medium
C0039,2024-08,40.42,45.88,13.7,6.2,0.0831,Medium
C0039,2024-09,49.92,35.56,14.52,11.04,0.0206,Medium
C0039,2024-10,51.92,33.32,14.76,8.31,0.0605,Medium
C0039,2024-11,49.62,45.8,4.58,11.09,0.0758,Medium
C0039,2024-12,48.26,45.2,6.54,7.03,0.0612,Medium
C0040,2024-01,15.64,83.11,1.25,7.1,0.061,Low
C0040,2024-02,12.87,82.83,4.3,6.34,0.0922,Low
C0040,2024-03,11.69,84.77,3.54,5.26,0.0388,Low
C0040,2024-04,22.12,77.05,0.83,7.67,0.023,Low
C0040,2024-05,31.24,65.41,3.35,4.77,0.075,Low
C0040,2024-06,23.64,76.05,0.31,5.08,0.0264,Low
C0040,2024-07,30.16,67.54,2.3,2.31,0.0435,Low
C0040,2024-08,16.47,82.71,0.82,3.98,0.0464,Low
C0040,2024-09,28.92,68.48,2.6,3.23,0.0441,Low
C0040,2024-10,21.29,73.79,4.92,6.63,0.0567,Low
C0040,2024-11,10.68,88.99,0.33,4.78,0.0369,Low
C0040,2024-12,22.44,77.03,0.53,5.94,0.0576,Low
C0041,2024-01,53.32,21.17,25.51,29.36,0.0972,High
C0041,2024-02,50.05,24.09,25.86,22.4,-0.0106,High
C0041,2024-03,62.21,11.83,25.96,19.13,0.0962,High
C0041,2024-04,45.53,30.55,23.92,26.28,0.1487,High
C0041,2024-05,51.09,21.77,27.14,28.31,0.0597,High
C0041,2024-06,46.45,25.67,27.88,23.78,0.0579,High
C0041,2024-07,45.32,35.87,18.81,23.08,0.0769,High
C0041,2024-08,73.84,7.8,18.36,29.71,0.2148,High
C0041,2024-09,63.38,13.93,22.69,14.99,0.0805,High
C0041,2024-10,45.68,44.07,10.25,22.08,0.1304,High
C0041,2024-11,58.46,17.15,24.39,28.02,0.1048,High
C0041,2024-12,46.56,26.28,27.16,26.74,0.0575,High
C0042,2024-01,51.3,42.61,6.09,10.24,0.0579,Medium
C0042,2024-02,40.74,50.84,8.42,13.45,0.1132,Medium
C0042,2024-03,40.06,55.68,4.26,12.41,0.0341,Medium
C0042,2024-04,40.44,51.71,7.85,12.74,0.0439,Medium
C0042,2024-05,49.54,40.39,10.07,9.17,0.064,Medium
C0042,2024-06,59.38,30.38,10.24,7.14,0.0982,Medium
C0042,2024-07,50.28,43.49,6.23,12.18,0.0479,Medium
C0042,2024-08,55.11,39.26,5.63,11.79,0.0829,Medium
C0042,2024-09,50.83,40.51,8.66,8.75,0.0928,Medium
C0042,2024-10,58.14,28.53,13.33,12.89,0.0241,Medium
C0042,2024-11,53.66,35.7,10.64,8.34,0.0764,Medium
C0042,2024-12,46.82,49.74,3.44,10.02,0.0771,Medium
C0043,2024-01,55.93,34.96,9.11,9.42,0.0538,Medium
C0043,2024-02,52.2,33.87,13.93,8.52,0.0705,Medium
C0043,2024-03,55.75,38.45,5.8,14.2,0.0963,Medium
C0043,2024-04,30.54,54.94,14.52,12.54,0.0858,Medium
C0043,2024-05,39.14,48.08,12.78,8.53,0.0743,Medium
C0043,2024-06,32.9,61.96,5.14,6.11,0.0863,Medium
C0043,2024-07,44.06,50.02,5.92,11.39,0.0231,Medium
C0043,2024-08,52.29,45.08,2.63,14.13,0.014,Medium
C0043,2024-09,55.57,33.75,10.68,11.34,0.067,Medium
C0043,2024-10,53.84,43.71,2.45,11.25,0.0542,Medium
C0043,2024-11,59.87,27.01,13.12,10.69,0.0459,Medium
C0043,2024-12,32.81,53.36,13.83,12.02,0.0716,Medium
C0044,2024-01,70.76,7.8,21.44,21.31,-0.0246,High
C0044,2024-02,55.21,19.31,25.48,22.83,0.0411,High
C0044,2024-03,71.24,9.89,18.87,22.93,0.1723,High
C0044,2024-04,64.59,20.66,14.75,21.22,0.1914,High
C0044,2024-05,43.65,38.66,17.69,20.78,0.0995,High
C0044,2024-06,61.02,14.11,24.87,21.11,0.0994,High
C0044,2024-07,62.19,26.39,11.42,16.58,0.0529,High
C0044,2024-08,41.6,45.6,12.8,16.98,-0.0463,High
C0044,2024-09,74.0,9.37,16.63,20.68,0.115,High
C0044,2024-10,49.82,36.04,14.14,21.3,-0.0074,High
C0044,2024-11,40.2,49.65,10.15,15.94,0.1141,High
C0044,2024-12,60.03,19.72,20.25,17.28,0.0544,High
C0045,2024-01,53.9,34.36,11.74,23.11,0.0489,High
C0045,2024-02,57.76,14.76,27.48,20.88,0.042,High
C0045,2024-03,64.58,5.56,29.86,14.37,0.0676,High
C0045,2024-04,54.76,27.02,18.22,28.34,-0.0495,High
C0045,2024-05,64.99,12.85,22.16,17.57,0.0636,High
C0045,2024-06,49.02,39.79,11.19,22.87,0.078,High
C0045,2024-07,64.03,23.68,12.29,18.91,-0.0453,High
C0045,2024-08,44.23,37.39,18.38,25.52,0.0191,High
C0045,2024-09,42.49,45.91,11.6,18.39,0.0745,High
C0045,2024-10,63.75,19.01,17.24,22.69,0.1126,High
C0045,2024-11,40.36,36.92,22.72,28.44,0.1588,High
C0045,2024-12,65.34,22.25,12.41,28.24,0.1019,High
C0046,2024-01,23.35,75.94,0.71,2.07,0.032,Low
C0046,2024-02,22.15,74.96,2.89,2.26,0.0402,Low
C0046,2024-03,13.08,84.13,2.79,4.06,0.0503,Low
C0046,2024-04,31.14,65.4,3.46,4.58,0.0674,Low
C0046,2024-05,26.82,71.8,1.38,3.84,0.042,Low
C0046,2024-06,29.96,65.93,4.11,7.15,0.0807,Low
C0046,2024-07,32.92,64.93,2.15,3.91,0.0275,Low
C0046,2024-08,25.02,71.45,3.53,6.13,0.0683,Low
C0046,2024-09,19.37,79.8,0.83,4.58,0.0274,Low
C0046,2024-10,10.64,86.13,3.23,5.82,0.0317,Low
C0046,2024-11,18.51,81.13,0.36,4.46,0.0545,Low
C0046,2024-12,25.15,73.03,1.82,3.31,0.033,Low
C0047,2024-01,55.89,20.34,23.77,14.53,0.0658,High
C0047,2024-02,57.69,13.03,29.28,18.92,0.0932,High
C0047,2024-03,41.36,48.02,10.62,18.98,0.0487,High
C0047,2024-04,50.13,21.87,28.0,14.09,0.1562,High
C0047,2024-05,73.46,10.26,16.28,27.99,0.1848,High
C0047,2024-06,74.44,9.79,15.77,29.3,0.1186,High
C0047,2024-07,53.63,28.66,17.71,18.13,0.0131,High
C0047,2024-08,59.38,19.79,20.83,25.71,0.0957,High
C0047,2024-09,69.18,12.01,18.81,17.44,0.0459,High
C0047,2024-10,42.02,41.13,16.85,16.86,0.0398,High
C0047,2024-11,73.83,5.02,21.15,18.25,0.0336,High
C0047,2024-12,55.55,21.93,22.52,20.8,0.0997,High
C0048,2024-01,59.82,26.74,13.44,11.61,0.1443,Medium
C0048,2024-02,36.04,56.82,7.14,6.36,0.0781,Medium
C0048,2024-03,44.27,46.67,9.06,8.05,0.0694,Medium
C0048,2024-04,56.1,40.2,3.7,13.11,0.1321,Medium
C0048,2024-05,33.75,53.93,12.32,8.48,0.0585,Medium
C0048,2024-06,59.43,32.29,8.28,13.77,0.0212,Medium
C0048,2024-07,47.66,45.46,6.88,8.57,0.0785,Medium
C0048,2024-08,41.59,49.76,8.65,10.43,0.0385,Medium
C0048,2024-09,47.32,39.43,13.25,14.83,0.1227,Medium
C0048,2024-10,52.93,37.61,9.46,14.6,0.0531,Medium
C0048,2024-11,36.01,60.57,3.42,13.69,0.1,Medium
C0048,2024-12,56.79,40.4,2.81,13.95,0.0532,Medium
C0049,2024-01,45.31,44.54,10.15,14.34,0.064,Medium
C0049,2024-02,50.63,37.97,11.4,12.23,0.0547,Medium
C0049,2024-03,34.04,60.07,5.89,9.23,0.0367,Medium
C0049,2024-04,36.32,49.23,14.45,6.08,0.0812,Medium
C0049,2024-05,59.93,29.27,10.8,13.46,0.1022,Medium
C0049,2024-06,52.21,43.93,3.86,12.78,0.0805,Medium
C0049,2024-07,53.07,36.37,10.56,12.9,0.0828,Medium
C0049,2024-08,32.66,59.0,8.34,6.7,0.0778,Medium
C0049,2024-09,42.23,50.48,7.29,6.59,0.0442,Medium
C0049,2024-10,54.25,31.43,14.32,6.65,0.0682,Medium
C0049,2024-11,58.66,32.55,8.79,8.7,0.0699,Medium
C0049,2024-12,53.84,34.97,11.19,6.45,0.0545,Medium
C0050,2024-01,20.07,78.45,1.48,3.39,0.0507,Low
C0050,2024-02,33.23,64.74,2.03,7.44,0.035,Low
C0050,2024-03,18.04,79.58,2.38,3.36,0.0427,Low
C0050,2024-04,25.09,73.12,1.79,5.89,0.0451,Low
C0050,2024-05,13.08,82.48,4.44,5.02,0.0748,Low
C0050,2024-06,25.62,74.02,0.36,6.1,0.0196,Low
C0050,2024-07,16.05,80.38,3.57,6.94,0.0472,Low
C0050,2024-08,23.01,76.28,0.71,6.65,0.0697,Low
C0050,2024-09,16.79,80.73,2.48,3.71,0.0451,Low
C0050,2024-10,11.36,84.9,3.74,3.91,0.0291,Low
C0050,2024-11,10.0,87.44,2.56,2.28,0.0446,Low
C0050,2024-12,11.56,84.24,4.2,2.02,0.0346,Low
C0051,2024-01,28.52,69.9,1.58,2.61,0.0356,Low
C0051,2024-02,31.06,67.37,1.57,6.73,0.0309,Low
C0051,2024-03,32.3,65.53,2.17,7.46,0.0575,Low
C0051,2024-04,12.23,84.33,3.44,4.96,0.0387,Low
C0051,2024-05,19.69,77.15,3.16,6.22,0.0617,Low
C0051,2024-06,34.15,62.04,3.81,7.7,0.0802,Low
C0051,2024-07,27.56,70.95,1.49,2.63,0.0504,Low
C0051,2024-08,11.2,87.0,1.8,7.74,0.0657,Low
C0051,2024-09,22.51,75.33,2.16,4.75,0.036,Low
C0051,2024-10,19.25,80.49,0.26,6.61,0.0157,Low
C0051,2024-11,20.41,75.48,4.11,7.1,0.0584,Low
C0051,2024-12,21.81,73.79,4.4,3.29,0.0349,Low
C0052,2024-01,48.23,45.93,5.84,7.23,0.0888,Medium
C0052,2024-02,39.47,50.15,10.38,9.56,0.0854,Medium
C0052,2024-03,51.4,44.01,4.59,14.01,0.0243,Medium
C0052,2024-04,31.74,64.81,3.45,10.64,0.0049,Medium
C0052,2024-05,38.03,49.11,12.86,6.13,0.0364,Medium
C0052,2024-06,30.58,65.8,3.62,9.72,0.0166,Medium
C0052,2024-07,44.78,47.96,7.26,10.78,0.0586,Medium
C0052,2024-08,43.92,41.55,14.53,10.67,0.0699,Medium
C0052,2024-09,50.33,43.62,6.05,12.97,0.0671,Medium
C0052,2024-10,59.28,37.09,3.63,6.15,0.0925,Medium
C0052,2024-11,53.11,34.4,12.49,7.08,0.0924,Medium
C0052,2024-12,45.53,47.94,6.53,9.35,0.0398,Medium
C0053,2024-01,17.5,79.27,3.23,7.85,0.0467,Low
C0053,2024-02,29.51,68.2,2.29,4.39,0.0507,Low
C0053,2024-03,17.57,82.1,0.33,3.37,0.0381,Low
C0053,2024-04,28.69,68.94,2.37,2.35,0.0356,Low
C0053,2024-05,33.95,61.34,4.71,6.71,0.053,Low
C0053,2024-06,34.07,65.55,0.38,4.19,0.0504,Low
C0053,2024-07,15.63,83.39,0.98,2.84,0.0499,Low
C0053,2024-08,24.46,74.81,0.73,6.87,0.0546,Low
C0053,2024-09,25.9,72.16,1.94,6.04,0.0306,Low
C0053,2024-10,32.94,65.61,1.45,4.82,0.03,Low
C0053,2024-11,32.25,64.21,3.54,2.37,0.0444,Low
C0053,2024-12,13.36,81.85,4.79,5.18,0.0749,Low
C0054,2024-01,22.51,74.09,3.4,2.46,0.0515,Low
C0054,2024-02,21.49,75.78,2.73,4.6,0.0355,Low
C0054,2024-03,11.1,88.07,0.83,4.67,0.0428,Low
C0054,2024-04,16.05,79.15,4.8,3.18,0.0473,Low
C0054,2024-05,33.79,61.24,4.97,6.27,0.0538,Low
C0054,2024-06,16.49,81.33,2.18,5.56,0.0464,Low
C0054,2024-07,11.83,85.06,3.11,7.89,0.0526,Low
C0054,2024-08,32.7,62.58,4.72,7.76,0.0385,Low
C0054,2024-09,23.03,72.08,4.89,6.54,0.0457,Low
C0054,2024-10,27.95,70.81,1.24,5.84,0.0237,Low
C0054,2024-11,26.67,72.52,0.81,5.39,0.0442,Low
C0054,2024-12,10.3,89.65,0.05,4.14,0.0546,Low
C0055,2024-01,48.0,29.31,22.69,16.0,0.1236,High
C0055,2024-02,65.51,22.58,11.91,19.72,0.0503,High
C0055,2024-03,41.02,39.36,19.62,23.92,0.0483,High
C0055,2024-04,53.92,17.69,28.39,29.88,0.033,High
C0055,2024-05,41.57,33.21,25.22,18.69,0.1606,High
C0055,2024-06,71.32,0.0,28.68,22.39,0.0597,High
C0055,2024-07,52.5,21.75,25.75,16.52,-0.0105,High
C0055,2024-08,62.98,22.21,14.81,15.45,0.1206,High
C0055,2024-09,72.13,15.83,12.04,21.11,0.0547,High
C0055,2024-10,73.27,5.1,21.63,19.86,0.1335,High
C0055,2024-11,60.31,19.36,20.33,25.66,0.0154,High
C0055,2024-12,71.14,0.0,28.86,28.07,-0.0118,High
C0056,2024-01,53.41,38.4,8.19,10.48,0.0794,Medium
C0056,2024-02,35.58,58.11,6.31,13.7,0.0009,Medium
C0056,2024-03,36.21,60.86,2.93,6.62,0.0518,Medium
C0056,2024-04,42.28,45.18,12.54,13.52,0.095,Medium
C0056,2024-05,39.96,49.02,11.02,12.94,0.0262,Medium
C0056,2024-06,56.27,34.72,9.01,8.54,0.0798,Medium
C0056,2024-07,42.76,54.75,2.49,7.15,0.0692,Medium
C0056,2024-08,31.64,53.71,14.65,8.04,0.0017,Medium
C0056,2024-09,39.13,54.92,5.95,8.07,0.0862,Medium
C0056,2024-10,55.46,37.05,7.49,8.73,0.0882,Medium
C0056,2024-11,39.76,48.98,11.26,13.35,0.045,Medium
C0056,2024-12,57.06,30.45,12.49,14.86,0.0229,Medium
C0057,2024-01,53.76,24.43,21.81,23.9,0.0892,High
C0057,2024-02,64.82,21.83,13.35,26.05,0.0153,High
C0057,2024-03,60.44,10.52,29.04,12.76,0.12,High
C0057,2024-04,50.38,25.33,24.29,25.66,-0.0314,High
C0057,2024-05,43.59,36.13,20.28,21.16,0.1146,High
C0057,2024-06,68.97,7.09,23.94,24.86,0.0796,High
C0057,2024-07,56.16,15.42,28.42,24.5,0.1411,High
C0057,2024-08,49.59,24.27,26.14,15.51,0.1058,High
C0057,2024-09,52.09,31.2,16.71,29.61,0.1151,High
C0057,2024-10,65.45,13.31,21.24,29.05,0.1561,High
C0057,2024-11,57.37,25.02,17.61,14.93,0.111,High
C0057,2024-12,53.46,36.04,10.5,27.1,0.1384,High
C0058,2024-01,27.59,67.56,4.85,4.63,0.0604,Low
C0058,2024-02,30.43,66.84,2.73,7.8,0.0251,Low
C0058,2024-03,11.3,86.18,2.52,6.31,0.0342,Low
C0058,2024-04,30.0,67.24,2.76,4.38,0.0518,Low
C0058,2024-05,13.29,82.38,4.33,2.94,0.032,Low
C0058,2024-06,31.79,64.85,3.36,6.78,0.0293,Low
C0058,2024-07,16.27,80.61,3.12,5.43,0.043,Low
C0058,2024-08,17.19,81.28,1.53,4.12,0.0325,Low
C0058,2024-09,25.53,72.8,1.67,6.4,0.0316,Low
C0058,2024-10,29.59,68.98,1.43,4.6,0.0444,Low
C0058,2024-11,27.14,71.2,1.66,2.34,0.0494,Low
C0058,2024-12,26.04,70.6,3.36,5.79,0.0444,Low
C0059,2024-01,20.46,75.79,3.75,2.61,0.0372,Low
C0059,2024-02,20.8,74.3,4.9,2.41,0.0394,Low
C0059,2024-03,22.96,76.14,0.9,7.82,0.0372,Low
C0059,2024-04,28.45,68.03,3.52,4.54,0.0359,Low
C0059,2024-05,18.66,79.35,1.99,3.59,0.0408,Low
C0059,2024-06,16.71,81.85,1.44,5.94,0.0143,Low
C0059,2024-07,34.21,62.77,3.02,2.46,0.0467,Low
C0059,2024-08,24.97,71.91,3.12,5.89,0.0414,Low
C0059,2024-09,16.68,83.24,0.08,7.79,0.0574,Low
C0059,2024-10,27.67,69.28,3.05,3.88,0.0341,Low
C0059,2024-11,16.78,80.23,2.99,7.2,0.0539,Low
C0059,2024-12,15.06,82.0,2.94,6.21,0.0474,Low
C0060,2024-01,42.24,55.56,2.2,11.25,0.0427,Medium
C0060,2024-02,58.72,34.09,7.19,13.56,0.0019,Medium
C0060,2024-03,35.66,53.6,10.74,14.79,0.0224,Medium
C0060,2024-04,52.45,33.66,13.89,9.91,0.0687,Medium
C0060,2024-05,37.76,54.59,7.65,12.51,0.0587,Medium
C0060,2024-06,48.4,41.31,10.29,8.18,0.0644,Medium
C0060,2024-07,51.42,45.39,3.19,7.79,0.0679,Medium
C0060,2024-08,30.41,64.36,5.23,7.93,0.065,Medium
C0060,2024-09,38.12,56.66,5.22,6.56,0.0889,Medium
C0060,2024-10,48.2,41.05,10.75,6.73,0.0609,Medium
C0060,2024-11,58.55,28.55,12.9,13.25,0.0191,Medium
C0060,2024-12,48.5,39.84,11.66,12.64,0.0761,Medium
C0061,2024-01,32.06,61.12,6.82,14.29,0.1002,Medium
C0061,2024-02,38.07,55.14,6.79,14.06,0.1569,Medium
C0061,2024-03,49.99,37.77,12.24,10.09,0.0292,Medium
C0061,2024-04,51.16,41.28,7.56,9.98,0.0854,Medium
C0061,2024-05,49.48,36.35,14.17,6.58,0.0609,Medium
C0061,2024-06,43.32,54.4,2.28,8.71,0.0769,Medium
C0061,2024-07,45.08,52.19,2.73,10.42,0.0404,Medium
C0061,2024-08,49.66,44.96,5.38,7.44,0.0935,Medium
C0061,2024-09,34.81,62.27,2.92,7.67,0.0691,Medium
C0061,2024-10,54.42,34.67,10.91,6.99,0.0774,Medium
C0061,2024-11,38.67,55.3,6.03,8.25,0.1296,Medium
C0061,2024-12,40.71,52.69,6.6,13.46,0.1085,Medium
C0062,2024-01,50.77,20.95,28.28,29.15,-0.0109,High
C0062,2024-02,57.7,13.48,28.82,27.77,-0.0201,High
C0062,2024-03,43.59,38.56,17.85,21.96,-0.0191,High
C0062,2024-04,70.06,6.4,23.54,27.08,0.0944,High
C0062,2024-05,70.05,4.98,24.97,19.91,0.0291,High
C0062,2024-06,63.57,22.84,13.59,24.49,0.1045,High
C0062,2024-07,48.04,39.61,12.35,14.98,0.0739,High
C0062,2024-08,45.65,42.68,11.67,12.34,0.1314,High
C0062,2024-09,45.8,26.38,27.82,16.35,0.048,High
C0062,2024-10,47.79,31.83,20.38,22.94,0.0585,High
C0062,2024-11,48.59,40.26,11.15,19.04,0.0256,High
C0062,2024-12,73.59,4.08,22.33,22.02,0.0474,High
C0063,2024-01,42.87,48.1,9.03,12.27,0.0303,Medium
C0063,2024-02,45.0,47.64,7.36,13.83,0.0835,Medium
C0063,2024-03,48.95,42.13,8.92,7.04,0.0456,Medium
C0063,2024-04,40.11,56.03,3.86,12.23,0.0641,Medium
C0063,2024-05,36.19,56.72,7.09,14.06,0.0582,Medium
C0063,2024-06,42.57,55.19,2.24,13.13,-0.0031,Medium
C0063,2024-07,32.07,59.76,8.17,11.05,0.1044,Medium
C0063,2024-08,37.6,60.27,2.13,12.51,0.0888,Medium
C0063,2024-09,46.07,41.06,12.87,13.39,0.0663,Medium
C0063,2024-10,40.01,47.7,12.29,10.06,0.1017,Medium
C0063,2024-11,35.51,51.38,13.11,13.94,0.03,Medium
C0063,2024-12,41.63,45.92,12.45,14.12,0.0631,Medium
C0064,2024-01,11.67,83.94,4.39,4.34,0.0476,Low
C0064,2024-02,11.67,85.09,3.24,2.44,0.04,Low
C0064,2024-03,19.39,76.59,4.02,4.6,0.0296,Low
C0064,2024-04,18.77,79.37,1.86,2.41,0.0366,Low
C0064,2024-05,19.24,78.44,2.32,6.34,0.0669,Low
C0064,2024-06,10.21,88.7,1.09,5.97,0.0537,Low
C0064,2024-07,22.1,77.87,0.03,6.83,0.0466,Low
C0064,2024-08,11.66,84.51,3.83,5.5,0.0654,Low
C0064,2024-09,29.55,66.69,3.76,6.82,0.0259,Low
C0064,2024-10,26.78,70.12,3.1,6.45,0.0482,Low
C0064,2024-11,14.25,84.78,0.97,7.34,0.0461,Low
C0064,2024-12,28.96,68.05,2.99,5.92,0.0519,Low
C0065,2024-01,60.26,17.09,22.65,14.82,0.1678,High
C0065,2024-02,49.48,36.47,14.05,17.65,0.0601,High
C0065,2024-03,48.45,37.25,14.3,19.65,0.0723,High
C0065,2024-04,46.58,41.88,11.54,24.53,0.1335,High
C0065,2024-05,53.39,20.17,26.44,23.87,0.0413,High
C0065,2024-06,64.23,20.49,15.28,28.9,0.1545,High
C0065,2024-07,62.27,21.24,16.49,16.85,0.1111,High
C0065,2024-08,47.65,30.44,21.91,16.76,0.0324,High
C0065,2024-09,63.17,10.53,26.3,26.0,0.0388,High
C0065,2024-10,43.09,32.93,23.98,18.63,0.1129,High
C0065,2024-11,55.14,34.24,10.62,16.67,0.0878,High
C0065,2024-12,41.36,35.3,23.34,17.81,-0.0049,High
C0066,2024-01,71.08,12.41,16.51,28.22,0.0456,High
C0066,2024-02,60.18,28.47,11.35,13.71,0.1002,High
C0066,2024-03,74.96,8.51,16.53,25.47,0.1155,High
C0066,2024-04,74.92,10.25,14.83,12.73,0.0973,High
C0066,2024-05,54.39,33.01,12.6,12.4,0.1175,High
C0066,2024-06,59.81,23.93,16.26,23.78,0.0368,High
C0066,2024-07,48.12,41.59,10.29,25.76,0.1696,High
C0066,2024-08,41.37,31.89,26.74,23.15,0.1265,High
C0066,2024-09,59.72,17.79,22.49,27.56,0.2219,High
C0066,2024-10,74.68,0.19,25.13,19.96,0.2026,High
C0066,2024-11,64.76,17.46,17.78,16.12,0.1177,High
C0066,2024-12,72.52,10.64,16.84,21.5,0.0967,High
C0067,2024-01,34.89,60.2,4.91,5.9,0.0644,Low
C0067,2024-02,24.83,74.9,0.27,4.73,0.0553,Low
C0067,2024-03,26.87,69.74,3.39,4.24,0.0725,Low
C0067,2024-04,27.43,69.33,3.24,3.65,0.0476,Low
C0067,2024-05,13.9,82.92,3.18,5.6,0.0502,Low
C0067,2024-06,21.38,75.28,3.34,7.02,0.0262,Low
C0067,2024-07,14.24,85.66,0.1,6.67,0.0683,Low
C0067,2024-08,30.96,65.03,4.01,7.77,0.0702,Low
C0067,2024-09,23.4,74.16,2.44,4.41,0.0478,Low
C0067,2024-10,16.92,78.47,4.61,5.5,0.025,Low
C0067,2024-11,24.83,73.4,1.77,2.31,0.044,Low
C0067,2024-12,12.12,84.85,3.03,7.29,0.0298,Low
C0068,2024-01,63.07,22.71,14.22,27.53,0.0649,High
C0068,2024-02,65.81,18.46,15.73,26.45,0.0986,High
C0068,2024-03,74.9,14.5,10.6,28.15,0.1045,High
C0068,2024-04,56.27,16.78,26.95,13.12,0.0934,High
C0068,2024-05,51.74,36.92,11.34,29.56,0.0999,High
C0068,2024-06,72.83,15.47,11.7,18.94,0.098,High
C0068,2024-07,42.48,43.3,14.22,16.13,-0.0154,High
C0068,2024-08,43.53,43.12,13.35,14.65,0.0576,High
C0068,2024-09,74.05,0.76,25.19,29.42,-0.053,High
C0068,2024-10,67.94,15.53,16.53,17.39,0.0597,High
C0068,2024-11,48.14,39.27,12.59,16.62,0.1374,High
C0068,2024-12,42.19,43.6,14.21,26.56,-0.0226,High
C0069,2024-01,18.57,77.11,4.32,2.93,0.0442,Low
C0069,2024-02,17.56,79.62,2.82,6.82,0.0248,Low
C0069,2024-03,13.43,83.67,2.9,5.03,0.0455,Low
C0069,2024-04,16.84,80.72,2.44,2.49,0.0338,Low
C0069,2024-05,21.49,76.98,1.53,6.93,0.0402,Low
C0069,2024-06,21.46,74.91,3.63,5.45,0.0347,Low
C0069,2024-07,26.68,69.43,3.89,7.17,0.0565,Low
C0069,2024-08,31.0,64.05,4.95,7.34,0.009,Low
C0069,2024-09,19.28,79.74,0.98,4.94,0.04,Low
C0069,2024-10,22.08,73.73,4.19,4.17,0.0674,Low
C0069,2024-11,31.5,66.47,2.03,3.97,0.0668,Low
C0069,2024-12,13.15,85.87,0.98,7.71,0.0314,Low
C0070,2024-01,24.19,72.91,2.9,4.94,0.0273,Low
C0070,2024-02,23.82,74.32,1.86,5.97,0.056,Low
C0070,2024-03,13.53,83.62,2.85,3.11,0.0317,Low
C0070,2024-04,14.57,81.3,4.13,3.71,0.0343,Low
C0070,2024-05,33.18,61.97,4.85,5.43,0.0467,Low
C0070,2024-06,29.94,68.22,1.84,2.52,0.0396,Low
C0070,2024-07,23.92,71.85,4.23,6.78,0.0576,Low
C0070,2024-08,15.51,83.4,1.09,7.24,0.0178,Low
C0070,2024-09,16.24,82.44,1.32,2.0,0.0415,Low
C0070,2024-10,25.68,70.57,3.75,2.91,0.0506,Low
C0070,2024-11,21.45,76.79,1.76,2.56,0.0492,Low
C0070,2024-12,11.0,87.54,1.46,3.25,0.037,Low
C0071,2024-01,32.71,64.95,2.34,4.8,0.0404,Low
C0071,2024-02,22.18,75.67,2.15,5.58,0.0513,Low
C0071,2024-03,34.99,61.16,3.85,4.39,0.047,Low
C0071,2024-04,10.76,88.22,1.02,4.04,0.0412,Low
